"2","you can order","Dont use service/feature"
"2","you can order","Dont use service/feature"
"2","you can order","Dont use service/feature"
"2","you can order","Dont use service/feature"
"2","you can order","Dont use service/feature"
"2","you can order","Dont use service/feature"
"4","you can submit information","Opt-in"
"6","you provide about yourself or others","Opt-in"
"8","personally identifiable information that we receive from you","Unspecified"
"9","When you request a magazine","Dont use service/feature"
"9","When you request a magazine","Dont use service/feature"
"11","If you choose to submit content","Opt-in"
"19","if you want to opt-out of any sharing of your personally identifiable offline information with third parties not owned by Time Inc., please click here.","Opt-out link"
"19","if you want to opt-out of any sharing of your personally identifiable offline information with third parties not owned by Time Inc., please click here.","Opt-out link"
"19","if you want to opt-out of any sharing of your personally identifiable offline information with third parties not owned by Time Inc., please click here.","Opt-out link"
"20","If you prefer not to receive e-mail marketing from this or any other Time Inc. property, or if you want to opt-out of any sharing of your email address with third parties not owned by Time Inc., please click here.","Opt-out link"
"20","If you prefer not to receive e-mail marketing from this or any other Time Inc. property, or if you want to opt-out of any sharing of your email address with third parties not owned by Time Inc., please click here.","Opt-out link"
"20","If you prefer not to receive e-mail marketing from this or any other Time Inc. property, or if you want to opt-out of any sharing of your email address with third parties not owned by Time Inc., please click here.","Opt-out link"
"20","if you want to opt-out of any sharing of your email address with third parties not owned by Time Inc., please click here.","Opt-out link"
"21","without also providing you with an opportunity to opt out of these unrelated uses.","Other"
"24","By virtue of your participation in such activities or offerings","Dont use service/feature"
"24","By virtue of your participation in such activities or offerings","Dont use service/feature"
"24","By virtue of your participation in such activities","Opt-in"
"24","By virtue of your participation in such activities","Opt-in"
"24","By virtue of your participation in such activities or offerings,","Opt-in"
"24","By virtue of your participation in such activities or offerings,","Opt-in"
"24","By virtue of your participation in such activities or offerings,","Opt-in"
"24","By virtue of your participation in such activities or offerings,","Opt-in"
"27","registering with one of our Services.","Dont use service/feature"
"27","registering with one of our Services.","Dont use service/feature"
"27","Cookies are small text files that we place in your computer or device to store your preferences. Cookies, by themselves, do not tell us your e-mail address or other personal information unless you choose to provide this information to us","Opt-in"
"29","You can set your browser option so that you will not receive cookies and you can also delete existing cookies from your browser.","Browser/device privacy controls"
"29","If you wish to block cookies, go to http://www.allaboutcookies.org/ to find out how","Third-party privacy controls"
"29","You can set your browser option so that you will not receive cookies and you can also delete existing cookies from your browser. However, you may find that some parts of the site will not function properly if you have refused cookies or similar tracking technologies and you should be aware that disabling cookies or similar tracking technologies might prevent you from accessing some of our content.","Browser/device privacy controls"
"29","However, your viewing of editorial content may be hampered. If you wish to block cookies, go to http://www.allaboutcookies.org/ to find out how, or check your browser.s instructions.","Opt-out link"
"30","you may be able to manage them using software settings. For information on managing Flash cookies, for example, see http://helpx.adobe.com/flash-player/kb/disable-local-shared-objects-flash.html.","Other"
"30","Depending on how local shared objects are enabled on your computer or device, you may be able to manage them using software settings. For information on managing Flash cookies, for example, see http://helpx.adobe.com/flash-player/kb/disable-local-shared-objects-flash.html.","Browser/device privacy controls"
"37","By contacting us, you may also object to our further use of your personal information if you have compelling legitimate grounds (this may involve closing your account).","Opt-out via contacting company"
"3","we may ask you to identify","Opt-in"
"3","nformation about your personal or professional interests and use of or opinions","Opt-in"
"4","you can submit","Opt-in"
"4","you can submit","Opt-in"
"6","you provide","Opt-in"
"6","you provide","Opt-in"
"7","we receive","Opt-in"
"8","that we receive from you","Opt-in"
"8","that we receive from you","Opt-in"
"8","from third party sources","Unspecified"
"9","you give us","Opt-in"
"9","you give us","Opt-in"
"9","you give us","Opt-in"
"11","you have provided to us.","Opt-in"
"11","you have provided to us.","Opt-in"
"11","you have provided to us.","Opt-in"
"19","please click here.","Opt-out link"
"19","please click here.","Opt-out link"
"20","please click here.","Opt-out link"
"20","please click here.","Opt-out link"
"21","without also providing you with an opportunity to opt out","Unspecified"
"21","without also providing you with an opportunity to opt out","Unspecified"
"22","As discussed above, if you wish to opt-out of our sharing of your information with third parties for the third parties' direct marketing purposes offline please click here,","Opt-out link"
"22","for email please click here.","Opt-out via contacting company"
"23","allows you to","Opt-in"
"24","that you voluntarily submit","Opt-in"
"24","IP address","Unspecified"
"24","that you voluntarily submit","Opt-in"
"24","IP address","Unspecified"
"27","unless you choose to","Opt-in"
"27","unless you choose to","Opt-in"
"27","unless you choose to","Opt-in"
"27","unless you choose to","Opt-in"
"27","unless you choose to","Opt-in"
"27","unless you choose to","Opt-in"
"27","Once you choose to provide us","Opt-in"
"27","Once you choose to provide us","Opt-in"
"27","Once you choose to provide us","Opt-in"
"27","Once you choose to provide us","Opt-in"
"30","Depending on how local shared objects are enabled on your computer or device, you may be able to manage them using software settings.","Browser/device privacy controls"
