"4","information","Generic personal information"
"4","information","Generic personal information"
"4","personal information","Generic personal information"
"4","anonymous information","Unspecified"
"4","personal information","Generic personal information"
"5","gender","Demographic"
"5","country of residence,","Location"
"5","irst name and surname, country of residence, gender, date of birth, email address, username and password","Contact"
"5","first name and surname, country of residence, gender, date of birth, email address, username and password","Contact"
"5","gender","Demographic"
"6","Transaction","Financial"
"6","Transaction","Financial"
"6","postal address","Location"
"6","postal address","Location"
"6","telephone number","Contact"
"6","telephone number","Contact"
"6","postal address","Location"
"6","postal address","Location"
"6","telephone numbe","Contact"
"6","telephone number","Contact"
"6","payment information","Financial"
"6","payment information","Financial"
"6","postal address, telephone number","Contact"
"6","payment information","Financial"
"6","payment information","Financial"
"7","Information","Generic personal information"
"7","Information","Generic personal information"
"7","Information","Generic personal information"
"7","Information","Generic personal information"
"7","Information you provide in public forums","User online activities"
"7","Information you provide in public forums","User online activities"
"8","nformation sent either one-to-one or within a limited group using our message, chat, post or similar functionalit","User online activities"
"8","Information sent either one-to-one or within a limited group using our message, chat, post or similar functionality","User profile"
"8","using our message, chat, post or similar functionality,","User online activities"
"9","Information","Generic personal information"
"9","Information","Generic personal information"
"9","social networking site","Social media data"
"9","social networking sites","Social media data"
"9","Information","Generic personal information"
"9","Information","Generic personal information"
"9","Information","Generic personal information"
"9","link your profile","Social media data"
"10","IP address,","Cookies and tracking elements"
"10","IP address,","IP address and device IDs"
"10","location information","Location"
"10","location information","Location"
"10","location information","Location"
"10","associated with your IP address","IP address and device IDs"
"10","associated with your IP address,","IP address and device IDs"
"10","or associated with your IP address,","IP address and device IDs"
"10","Location information","Location"
"10","Location information","Location"
"10","IP address","IP address and device IDs"
"10","IP address","IP address and device IDs"
"11","Usage, viewing and technical data","Generic personal information"
"11","device identifier or IP address,","IP address and device IDs"
"11","Usage, viewing and technical data","Generic personal information"
"11","device identifier or IP address,","IP address and device IDs"
"11","device identifier or IP address","IP address and device IDs"
"11","device identifier or IP address,","IP address and device IDs"
"11","device identifier or IP address","IP address and device IDs"
"11","Usage, viewing","User online activities"
"11","technical data, including your device identifier or IP address,","IP address and device IDs"
"11","Usage, viewing","User online activities"
"11","Usage, viewing","User online activities"
"12","information","Generic personal information"
"12","information","Generic personal information"
"12","information","Generic personal information"
"12","information","Generic personal information"
"12","information","Generic personal information"
"13","technology, such as cookies, Flash cookies and Web beacons","Cookies and tracking elements"
"13","technology, such as cookies, Flash cookies and Web beacons","Cookies and tracking elements"
"13","technology, such as cookies, Flash cookies and Web beacons","Cookies and tracking elements"
"13","through technology, such as cookies, Flash cookies and Web beacons,","Cookies and tracking elements"
"13","through technology, such as cookies, Flash cookies and Web beacons,","Cookies and tracking elements"
"13","through technology, such as cookies, Flash cookies and Web beacons,","Cookies and tracking elements"
"13","cookies, Flash cookies and Web beacons,","Cookies and tracking elements"
"13","cookies, Flash cookies and Web beacons,","Cookies and tracking elements"
"13","cookies, Flash cookies and Web beacons,","Cookies and tracking elements"
"14","information","Generic personal information"
"14","information","Generic personal information"
"14","information","Generic personal information"
"15","Information","Generic personal information"
"15","Information","Generic personal information"
"15","Information","Generic personal information"
"15","Information","Generic personal information"
"15","Information","Generic personal information"
"15","Information","Generic personal information"
"15","information","Generic personal information"
"15","information","Generic personal information"
"15","information","Generic personal information"
"15","information","Generic personal information"
"15","information","Generic personal information"
"15","information","Generic personal information"
"15","Send you offers and promotions","Contact"
"15","Send you offers and promotions","Contact"
"16","personal information","Generic personal information"
"16","personal information","Generic personal information"
"16","personal information","Generic personal information"
"16","personal information","Generic personal information"
"16","personal information","Generic personal information"
"16","personal information","Generic personal information"
"16","personal information","Generic personal information"
"16","personal information","Generic personal information"
"16","personal information","Generic personal information"
"17","personal information","Generic personal information"
"17","personal information","Generic personal information"
"17","personal information","Generic personal information"
"17","personal information","Generic personal information"
"17","personal information","Generic personal information"
"17","personal information","Generic personal information"
"17","personal information","Generic personal information"
"17","personal information","Generic personal information"
"17","personal information","Generic personal information"
"17","personal information","Generic personal information"
"17","When we cooperate with financial institutions to offer co-branded products or services to you, such as our co-branded Disney Rewards Visa Card;","Financial"
"17","personal information","Generic personal information"
"17","personal information","Generic personal information"
"18","personal information we hold about you","Generic personal information"
"19","personal information","Generic personal information"
"19","collect personal information","Generic personal information"
"19","personal information","Generic personal information"
"20","personal information","Generic personal information"
"20","personal information","Generic personal information"
"21","personal information","Generic personal information"
"21","information","Generic personal information"
"23","personal information","Generic personal information"
"26","personal information","Generic personal information"
"26","personal information","Generic personal information"
"26","personal information","Generic personal information"
"26","personal information","Generic personal information"
"26","personal information","Generic personal information"
"37","IP addresses","IP address and device IDs"
"37","IP addresses","IP address and device IDs"
"37","IP addresses","IP address and device IDs"
"42","personal information","Generic personal information"
"42","personal information","Generic personal information"
"42","personal information","Generic personal information"
