"4","personal content","Generic personal information"
"4","personal content","Unspecified"
"5","unique personal profiles","Unspecified"
"5","unique personal profiles","Unspecified"
"5","some personal information","Generic personal information"
"6","such personal information","Generic personal information"
"6","personal information","Generic personal information"
"6","personal information","Generic personal information"
"10","information","Unspecified"
"10","information","Unspecified"
"10","to name, email address,","Contact"
"10","to name, email address,","Contact"
"10","and age","Demographic"
"10","and age","Demographic"
"10","other data","Unspecified"
"10","other data","Unspecified"
"10","personal interests","Other"
"10","gender, age, education and occupation,","Demographic"
"10","gender, age, education and occupation,","Demographic"
"10","personal interests","Other"
"11","non-personally-identifiable information","Unspecified"
"11","non-personally-identifiable information","Unspecified"
"11","IP address,","IP address and device IDs"
"11","IP address,","IP address and device IDs"
"11","aggregate user data","Unspecified"
"11","This non-personally-identifiable information","Unspecified"
"11","This non-personally-identifiable information","Unspecified"
"11","IP addresses","IP address and device IDs"
"12","User account information","User Profile"
"12","User account information","User profile"
"12","Email addresses","Contact"
"12","email address","Contact"
"12","a user's email address","Contact"
"12","a user's email address","Contact"
"12","Users' full names","Contact"
"13","the email address","Contact"
"13","the email address","Contact"
"13","It","Contact"
"13","It","Contact"
"13","It","Contact"
"14","personal information","Generic personal information"
"14","personal information","Generic personal information"
"14","ame, email address, home address, etc.","Contact"
"14","o answer questions","Survey data"
"14","ame, email address, home address, etc.","Contact"
"14","o answer questions","Survey data"
"14","personal information","Generic personal information"
"15","cookies (including Flash cookies)","Cookies and tracking elements"
"15","cookies (including Flash cookies)","Cookies and tracking elements"
"15","cookies (including Flash cookies)","Cookies and tracking elements"
"15","cookies (including Flash cookies)","Cookies and tracking elements"
"15","on browser type","Computer information"
"15","user profile information","User profile"
"15","cookies","Cookies and tracking elements"
"15","cookies","Cookies and tracking elements"
"16","Google Analytics features that support Display Advertising.","Unspecified"
"16","Google Analytics features that support Display Advertising.","Unspecified"
"17","cookies","Cookies and tracking elements"
"17","cookies","Cookies and tracking elements"
"17","cookies","Cookies and tracking elements"
"17","cookies","Cookies and tracking elements"
"17","data based on user demographics and interests","Demographic"
"17","data based on user demographics and interests","Demographic"
