"8","name","Contact"
"8","demographic","Demographic"
"8","information about your interests or health topics.","Other"
"8","you may provide us answers to questions we use to provide you the program, like your actual and goal weights, your preferred method of exercise, or your caloric intake;","Health"
"8","address","Location"
"8","credit card","Financial"
"8","Personal Information","Generic personal information"
"8","you may provide us certain information including your name, email address","Contact"
"8","demographic information","Demographic"
"8","credit card information;","Financial"
"8","surveys.","Survey data"
"8","name, email address, screen name, password,","Contact"
"8","demographic informatio","Demographic"
"8","demographic informatio","Demographic"
"8","you may add to your profile by providing information about your interests or health topics. For example, your profile may list your favorite healthy foods or movie","User profile"
"8","ou may provide us your credit card information; and","Financial"
"10","beacons","Cookies and tracking elements"
"10","beacons","Cookies and tracking elements"
"10","cookies, pixels, beacons, log files and other technologies","Cookies and tracking elements"
"10","cookies, pixels, beacons, log files and other technologies","Cookies and tracking elements"
"10","IP address","IP address and device IDs"
"10","IP address","IP address and device IDs"
"10","cookies, pixels, beacons, log files and other technologie","Cookies and tracking elements"
"10","IP address","IP address and device IDs"
"10","cookies, pixels, beacons, log files and other technologie","Cookies and tracking elements"
"12","Personal Information","Generic personal information"
"13","age","Demographic"
"13","stated health interests","Health"
"13","other information in your profile","Generic personal information"
"13","location","Location"
"13","IP","IP address and device IDs"
"13","location","Location"
"13","Cookies","Cookies and tracking elements"
"13","age, gender","Demographic"
"13","other information in your profile","User profile"
"13","geographic location information","Location"
"13","geographic location information","Location"
"13","your visits on the Sites or use of Services (","User online activities"
"13","age, gender, stated health interests and other information in your profile","User profile"
"13","age, gender,","Demographic"
"13","geographic location information,","Location"
"13","e may determine through your IP address, from your mobile device, or other way","IP address and device IDs"
"13","your visits on the Sites or use of Services (commonly referred to as ""Behavioral Advertising"")","User online activities"
"14","cookies","Cookies and tracking elements"
"15","Personal Information","Generic personal information"
"15","Personal Information","Generic personal information"
"15","Personal Information","Generic personal information"
"15","Personal Information","Generic personal information"
"15","Personal Information","Generic personal information"
"15","Personal Information","Generic personal information"
"15","Personal Information","Generic personal information"
"15","Personal Information","Generic personal information"
"15","Personal Information","Generic personal information"
"15","Personal Information","Generic personal information"
"15","Personal Information","Generic personal information"
"15","Personal Information","Generic personal information"
"15","Personal Information","Generic personal information"
"16","cookies","Cookies and tracking elements"
"16","cookies","Cookies and tracking elements"
"16","cookies","Cookies and tracking elements"
"16","cookies","Cookies and tracking elements"
"16","cookies","Cookies and tracking elements"
"16","cookies","Cookies and tracking elements"
"16","cookies","Cookies and tracking elements"
"16","ookie","Cookies and tracking elements"
"16","ookie","Cookies and tracking elements"
"16","ookie","Cookies and tracking elements"
"16","ookie","Cookies and tracking elements"
"17","cookies","Cookies and tracking elements"
"17","cookies","Cookies and tracking elements"
"17","Cookies","Cookies and tracking elements"
"17","cookies","Cookies and tracking elements"
"18","cookies","Cookies and tracking elements"
"18","operating system and device information","Computer information"
"18","to gather information regarding the date and time of your visit,","User online activities"
"18","cookies, pixels, web beacons","Cookies and tracking elements"
"18","the date and time of your visit, the features and information for which you searched and viewed, the email you opened, or on which advertisements you clicked","User online activities"
"18","cookies, pixels, web beacons (which are usually small, transparent graphic images), operating system and device information and navigational data like Uniform Resource Locators (URL) to gather information regarding the date and time of your visit, the features and information for which you searched and viewed,","Cookies and tracking elements"
"18","operating system","Computer information"
"18","device information and navigational data like Uniform Resource Locators (URL) to gather information regarding the date and time of your visit, the features and information for which you searched and viewed,","User online activities"
"19","IP","IP address and device IDs"
"19","""IP Address""","IP address and device IDs"
"19","""IP Address""","IP address and device IDs"
"19","nternet protocol address","IP address and device IDs"
"20","cookies","Cookies and tracking elements"
"20","Web usage patterns","User online activities"
"20","cookies","Cookies and tracking elements"
"20","cookies","Cookies and tracking elements"
"20","cookies","Cookies and tracking elements"
"20","cookies","Cookies and tracking elements"
"20","cookies","Cookies and tracking elements"
"21","cookies","Cookies and tracking elements"
"21","nformation about pages you visit","User online activities"
"21","we may use cookies","Cookies and tracking elements"
"21","These third-party vendors may connect information about pages you visit on our Sites with information about pages you visit on other websites and media channels and show you advertising based on this combined information.","User online activities"
"22","cookies","Cookies and tracking elements"
"22","cookies","Cookies and tracking elements"
"23","beacons","Cookies and tracking elements"
"23","beacons","Cookies and tracking elements"
"23","cookies and web beacons","Cookies and tracking elements"
"23","cookies and web beacons","Cookies and tracking elements"
"23","use cookies and web beacons","Cookies and tracking elements"
"24","Personal Information","Generic personal information"
"24","Personal Information","Generic personal information"
"24","Personal Information","Generic personal information"
"24","Personal Information","Generic personal information"
"24","Personal Information","Generic personal information"
"25","Personal Information","Generic personal information"
"25","Personal Information","Generic personal information"
"25","Personal Information","Generic personal information"
"25","Personal Information","Generic personal information"
"25","Personal Information","Generic personal information"
"25","Personal Information","Generic personal information"
"26","Personal Information","Generic personal information"
"26","Personal Information","Generic personal information"
"26","Personal Information","Generic personal information"
"26","Personal Information","Generic personal information"
"26","Personal Information","Generic personal information"
"26","Personal Information","Generic personal information"
"26","Personal Information","Generic personal information"
"26","Personal Information","Generic personal information"
"26","Personal Information","Generic personal information"
"26","Personal Information","Generic personal information"
"26","Personal Information","Generic personal information"
"26","Personal Information","Generic personal information"
"26","Personal Information","Generic personal information"
"26","including credit card payments","Financial"
"27","Information","Unspecified"
"30","Personal Information","Survey data"
"30","Personal Information","Generic personal information"
"31","Personal Information","Generic personal information"
"31","Personal Information","Generic personal information"
"31","Personal Information","Generic personal information"
"31","Personal Information","Generic personal information"
"31","ersonal Information","Generic personal information"
"31","Personal Information","Generic personal information"
