"2","personally identifiable information","Identifiable"
"2","personally identifiable information","Identifiable"
"2","personally identifiable information","Identifiable"
"2","personally identifiable information","Identifiable"
"2","personally identifiable information","Identifiable"
"2","personally identifiable information","Identifiable"
"2","personally identifiable","Identifiable"
"2","personally identifiable","Identifiable"
"2","personally identifiable","Identifiable"
"2","personally identifiable","Identifiable"
"4","personally identifiable information","Identifiable"
"4","personally identifiable information","Identifiable"
"5","non-personally identifiable","Other"
"5","non-personally identifiable","Other"
"5","non-personally identifiable","Other"
"5","non-personally identifiable","Other"
"5","non-personally identifiable","Other"
"5","non-personally identifiable","Other"
"5","non-personally identifiable","Aggregated or anonymized"
"5","non-personally identifiable","Aggregated or anonymized"
"5","non-personally identifiable","Aggregated or anonymized"
"5","non-personally identifiable","Aggregated or anonymized"
"5","non-personally identifiable","Aggregated or anonymized"
"5","non-personally identifiable","Aggregated or anonymized"
"5","non-personally identifiable","Aggregated or anonymized"
"5","non-personally identifiable","Aggregated or anonymized"
"8","personally identifiable information","Identifiable"
"8","personally identifiable","Identifiable"
"9","the information you give us","Unspecified"
"9","the information you give us","Unspecified"
"11","name, screen name and other information","Identifiable"
"13","non-personally identifiable information","Other"
"13","non-personally identifiable information","Other"
"13","non-personally identifiable information","Other"
"13","non-personally identifiable","Aggregated or anonymized"
"13","non-personally identifiable","Aggregated or anonymized"
"13","non-personally identifiable","Aggregated or anonymized"
"16","personally identifiable information","Identifiable"
"16","personally identifiable","Identifiable"
"17","personally identifiable information","Identifiable"
"17","personally identifiable","Identifiable"
"21","personally identifiable","Identifiable"
"24","personally identifiable information","Identifiable"
"24","personally identifiable information","Identifiable"
"24","the personally identifiable information that you voluntarily submit","Identifiable"
"24","personally identifiable","Identifiable"
"24","personally identifiable","Identifiable"
"24","the personally identifiable information that you voluntarily submit","Identifiable"
"33","anonymous and aggregate","Aggregated or anonymized"
"33","anonymous and aggregate","Aggregated or anonymized"
"33","anonymous and aggregate","Aggregated or anonymized"
"33","to collect anonymous and aggregate advertising metrics","Aggregated or anonymized"
"33","to collect anonymous and aggregate advertising metrics","Aggregated or anonymized"
"2","identifiable","Identifiable"
"2","identifiable","Identifiable"
"2","identifiable","Identifiable"
"2","identifiable","Identifiable"
"2","identifiable","Identifiable"
"2","identifiable","Identifiable"
"2","identifiable","Identifiable"
"2","identifiable","Identifiable"
"4","personally identifiable","Identifiable"
"4","personally identifiable","Identifiable"
"5","non-personally identifiable","Aggregated or anonymized"
"5","non-personally identifiable","Aggregated or anonymized"
"5","non-personally identifiable","Aggregated or anonymized"
"5","non-personally identifiable","Aggregated or anonymized"
"5","non-personally identifiable","Aggregated or anonymized"
"5","non-personally identifiable","Aggregated or anonymized"
"5","non-personally identifiable","Aggregated or anonymized"
"5","non-personally identifiable","Aggregated or anonymized"
"5","non-personally identifiable","Aggregated or anonymized"
"5","non-personally identifiable","Aggregated or anonymized"
"8","identifiable","Identifiable"
"8","identifiable","Identifiable"
"8","identifiable","Identifiable"
"11","your name, screen name","Identifiable"
"11","your name, screen name","Identifiable"
"11","other information","Unspecified"
"13","the non-personally identifiable","Aggregated or anonymized"
"13","the non-personally identifiable","Aggregated or anonymized"
"13","the non-personally identifiable","Aggregated or anonymized"
"13","the non-personally identifiable","Aggregated or anonymized"
"16","identifiable","Identifiable"
"17","identifiable","Identifiable"
"17","identifiable","Identifiable"
"21","identifiable","Identifiable"
"21","identifiable","Identifiable"
"24","identifiable","Identifiable"
"24","IP address","Unspecified"
"24","identifiable","Identifiable"
"24","IP address","Unspecified"
"27","enable us to recognize you as the same user","Identifiable"
"27","enable us to recognize you as the same user","Identifiable"
"27","e-mail address","Unspecified"
"27","e-mail address","Unspecified"
"27","other personal information","Unspecified"
"27","other personal information","Unspecified"
"27","enable us to recognize you as the same user","Identifiable"
"27","enable us to recognize you as the same user","Identifiable"
"27","enable us to recognize you as the same user","Identifiable"
"27","enable us to recognize you as the same user","Identifiable"
"28","to recognize you by name","Identifiable"
"28","to recognize you by name","Identifiable"
"28","to recognize you by name","Identifiable"
"33","anonymous and aggregate","Aggregated or anonymized"
"33","anonymous and aggregate","Aggregated or anonymized"
"33","anonymous and aggregate","Aggregated or anonymized"
"34","These technologies enable us to assign a unique number to you,","Other"
"34","These technologies enable us to assign a unique number to you,","Other"
"34","These technologies enable us to assign a unique number to you,","Other"
"34","These technologies enable us to assign a unique number to you,","Other"
"34","These technologies enable us to assign a unique number to you,","Other"
"34","These technologies enable us to assign a unique number to you,","Other"
"34","These technologies enable us to assign a unique number to you,","Other"
"34","These technologies enable us to assign a unique number to you,","Other"
"34","These technologies enable us to assign a unique number to you,","Other"
"34","These technologies enable us to assign a unique number to you,","Other"
