"2","may collect any Personal Information that you provide to us","Explicit"
"2","may collect any Personal Information that you provide to us","Explicit"
"2","may collect any Personal Information that you provide to us","Explicit"
"4","provide","Explicit"
"4","provide","Explicit"
"4","provide","Explicit"
"4","provide","Explicit"
"4","provide","Explicit"
"4","when you provide it to us","Explicit"
"4","when you provide it to us","Explicit"
"4","If you sign up","Explicit"
"4","If you sign up","Explicit"
"4","We collect Personal Information from you when you provide it to us. For example, if you purchase a product sold through our store, we or our store fulfillment partner may collect your name, mailing address, telephone number, credit card number, and email address.","Explicit"
"4","We collect Personal Information from you when you provide it to us. For example, if you purchase a product sold through our store, we or our store fulfillment partner may collect your name, mailing address, telephone number, credit card number, and email address.","Explicit"
"4","We collect Personal Information from you when you provide it to us. For example, if you purchase a product sold through our store, we or our store fulfillment partner may collect your name, mailing address, telephone number, credit card number, and email address.","Explicit"
"5","you communicate with us","Implicit"
"5","any information that you provide to us","Explicit"
"5","If you communicate with us regarding the Website or the Disinformation Services, we will collect any information that you provide to us in any such communication.","Unspecified"
"6","use","Implicit"
"6","use","Implicit"
"6","use","Implicit"
"6","use","Implicit"
"6","to record Non-Personal Information","Implicit"
"6","to record Non-Personal Information","Implicit"
"6","to record Non-Personal Information","Implicit"
"8","track","Implicit"
"8","track","Implicit"
"8","track","Implicit"
"13","cookie","Implicit"
"13","We use cookies to track your use of the Website and the Disinformation Services, provide you with a more personalized user experience, and to allow you to login and begin use of the Disinformation Services automatically when you visit the Website.","Implicit"
"13","We use cookies to track your use of the Website and the Disinformation Services, provide you with a more personalized user experience, and to allow you to login and begin use of the Disinformation Services automatically when you visit the Website.","Implicit"
"15","Cookies","Implicit"
